,Unnamed: 0_x,Unnamed: 0.1,OBJECTID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,SOURCE_REPORTING_UNIT,FIRE_NAME,FIRE_YEAR,DATE_x,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE_x,LONGITUDE_x,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_NAME,Shape,merging,Unnamed: 0_y,STATION,STATION_NAME,ELEVATION,LATITUDE_y,LONGITUDE_y,DATE_y,DLY-GRDD-BASE40,DLY-GRDD-BASE45,DLY-GRDD-BASE50,DLY-GRDD-BASE55,DLY-GRDD-BASE57,DLY-GRDD-BASE60,DLY-GRDD-BASE65,DLY-GRDD-BASE70,DLY-GRDD-BASE72,DLY-GRDD-TB4886,DLY-GRDD-TB5086,DLY-CLDD-BASE45,DLY-CLDD-BASE50,DLY-CLDD-BASE55,DLY-CLDD-BASE57,DLY-CLDD-BASE60,DLY-CLDD-NORMAL,DLY-CLDD-BASE70,DLY-CLDD-BASE72,DLY-HTDD-BASE40,DLY-HTDD-BASE45,DLY-HTDD-BASE50,DLY-HTDD-BASE55,DLY-HTDD-BASE57,DLY-HTDD-BASE60,DLY-HTDD-NORMAL,DLY-PRCP-25PCTL,DLY-SNWD-25PCTL,DLY-SNOW-25PCTL,DLY-PRCP-50PCTL,DLY-SNWD-50PCTL,DLY-SNOW-50PCTL,DLY-PRCP-75PCTL,DLY-SNWD-75PCTL,DLY-SNOW-75PCTL,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNWD-PCTALL-GE001WI,DLY-SNWD-PCTALL-GE010WI,DLY-SNWD-PCTALL-GE003WI,DLY-SNWD-PCTALL-GE005WI,DLY-SNOW-PCTALL-GE001TI,DLY-SNOW-PCTALL-GE010TI,DLY-SNOW-PCTALL-GE100TI,DLY-SNOW-PCTALL-GE030TI,DLY-SNOW-PCTALL-GE050TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV,longLatOLS
680,106754,1108200,1108201,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,4TH                      ,2010,2010-06-23 ,174,,9.0,Miscellaneous,,,,1.0,B,39.421,-121.711,14.0,MISSING/NOT SPECIFIED,CA,,,"b'\x00\x01\xad\x10\x00\x00lQ,\xd8\x82m^\xc0X\xb7\x06\xf8\xe6\xb5C@lQ,\xd8\x82m^\xc0X\xb7\x06\xf8\xe6\xb5C@|\x01\x00\x00\x00lQ,\xd8\x82m^\xc0X\xb7\x06\xf8\xe6\xb5C@\xfe'",680,59668,GHCND:USC00042402,DE SABLA CA US,826,39.87167,-121.61083,2010-06-23,29,24,19,15,13,10,5,2,1,20,18,24,19,15,13,10,5,2,1,0,0,-7777,-7777,-7777,-7777,1,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.82,-9999.0,41.96,-9999.0,64,38,16,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,69.5,32.4,85.7,53.2,6.4,6.1,8.1,5.9,
681,106755,1108201,1108202,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,DAYTON                   ,2010,2010-06-28 ,179,,9.0,Miscellaneous,,,,1.0,B,39.69,-121.854,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00$\x81\x8b\x1d\xa6v^\xc0\xc0\x1e\x85\xebQ\xd8C@$\x81\x8b\x1d\xa6v^\xc0\xc0\x1e\x85\xebQ\xd8C@|\x01\x00\x00\x00$\x81\x8b\x1d\xa6v^\xc0\xc0\x1e\x85\xebQ\xd8C@\xfe',681,87048,GHCND:USC00041806,CLEARLAKE 4 SE CA US,411.2,38.9238,-122.5672,2010-06-28,31,26,21,16,14,11,6,3,2,20,19,26,21,16,14,11,6,3,2,0,0,0,0,-7777,-7777,1,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.22,0.0,19.97,0.4,29,10,3,0,0,0,0,0,0,0,0,0,0,70.6,34.3,87.7,53.4,5.5,6.4,8.0,4.1,
682,106756,1108202,1108203,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,99                       ,2010,2010-07-09 ,190,,9.0,Miscellaneous,,,,1.0,B,39.494,-121.689,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00d\x8bb\xc1\x16l^\xc0\xa8\xba5\xc07\xbfC@d\x8bb\xc1\x16l^\xc0\xa8\xba5\xc07\xbfC@|\x01\x00\x00\x00d\x8bb\xc1\x16l^\xc0\xa8\xba5\xc07\xbfC@\xfe',682,42164,GHCND:USC00047195,QUINCY CA US,1042.4,39.9366,-120.9475,2010-07-09,28,23,18,13,11,8,4,1,1,19,18,23,18,13,11,8,4,1,1,0,0,0,-7777,-7777,-7777,1,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,0.05,-9999.0,26.13,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,68.0,40.2,88.1,47.9,5.6,7.4,7.2,6.1,
683,106757,1108203,1108204,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,LINDSEY                  ,2010,2010-07-11 ,192,,9.0,Miscellaneous,,,,0.1,A,39.496,-121.59299999999999,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x84\xfdC\x9f\xf4e^\xc0\xf8P\xa0\x91\x80\xbfC@\x84\xfdC\x9f\xf4e^\xc0\xf8P\xa0\x91\x80\xbfC@|\x01\x00\x00\x00\x84\xfdC\x9f\xf4e^\xc0\xf8P\xa0\x91\x80\xbfC@\xfe',683,88886,GHCND:USC00046136,NEVADA CITY CA US,847.6,39.2466,-121.0008,2010-07-11,33,28,23,18,16,13,8,4,2,23,21,28,23,18,16,13,8,4,2,0,0,0,-7777,-7777,-7777,-7777,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.01,0.0,38.81,12.5,22,7,-9999,-9999,0,0,0,0,0,0,0,0,0,72.6,27.4,86.3,58.9,5.5,4.3,6.6,5.2,
684,106758,1108204,1108205,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,OPHIR                    ,2010,2010-07-16 ,197,,9.0,Miscellaneous,,,,1.0,B,39.466,-121.54899999999999,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00</\xd3\xfe c^\xc0P\xe0b\x87\xa9\xbbC@</\xd3\xfe c^\xc0P\xe0b\x87\xa9\xbbC@|\x01\x00\x00\x00</\xd3\xfe c^\xc0P\xe0b\x87\xa9\xbbC@\xfe',684,18446,GHCND:USC00043573,GRASS VALLEY NUMBER 2 CA US,731.5,39.2041,-121.068,2010-07-16,32,27,22,17,16,13,8,4,2,23,21,27,22,17,16,13,8,4,2,0,0,0,-7777,-7777,-7777,-7777,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.01,0.0,32.99,6.2,13,6,-9999,-9999,0,0,0,0,0,0,0,0,0,72.5,30.4,87.7,57.3,5.4,4.5,6.4,5.2,
685,106759,1108205,1108206,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,70                       ,2010,2010-07-29 ,210,,9.0,Miscellaneous,,,,8.0,B,39.491,-121.579,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x8c\xe7\xf1\x83\x0ce^\xc0\x88\x13\x96\xba\xdc\xbeC@\x8c\xe7\xf1\x83\x0ce^\xc0\x88\x13\x96\xba\xdc\xbeC@|\x01\x00\x00\x00\x8c\xe7\xf1\x83\x0ce^\xc0\x88\x13\x96\xba\xdc\xbeC@\xfe',685,134529,GHCND:USC00047643,SAINT HELENA CA US,68.6,38.50667,-122.47139,2010-07-29,32,27,22,17,15,12,7,3,2,22,20,27,22,17,15,12,7,3,2,0,0,0,0,0,0,-7777,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.0,0.0,22.85,0.0,3,-9999,0,0,0,0,0,0,0,0,0,0,0,72.2,34.4,89.4,55.0,4.6,6.5,7.2,3.4,
686,106760,1108206,1108207,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,LARKIN                   ,2010,2010-08-16 ,228,,9.0,Miscellaneous,,,,0.8,B,39.48,-121.656,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x80\xffs\xb9\xfdi^\xc0H\n\xd7\xa3p\xbdC@\x80\xffs\xb9\xfdi^\xc0H\n\xd7\xa3p\xbdC@|\x01\x00\x00\x00\x80\xffs\xb9\xfdi^\xc0H\n\xd7\xa3p\xbdC@\xfe',686,126882,GHCND:USC00043038,FIDDLETOWN DEXTER RANCH CA US,658.4,38.52361,-120.70611000000001,2010-08-16,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.03,0.0,24.12,0.2,20,7,2,0,0,0,0,0,0,0,0,0,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
687,106761,1108207,1108208,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,DURHAM                   ,2010,2010-08-17 ,229,,9.0,Miscellaneous,,,,1.0,B,39.641999999999996,-121.71600000000001,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00$p\xb1\xc3\xd4m^\xc0\x18\xd3C<+\xd2C@$p\xb1\xc3\xd4m^\xc0\x18\xd3C<+\xd2C@|\x01\x00\x00\x00$p\xb1\xc3\xd4m^\xc0\x18\xd3C<+\xd2C@\xfe',687,96223,GHCND:USC00041700,CHESTER CA US,1380.7,40.3033,-121.2422,2010-08-17,24,19,14,9,7,5,1,-7777,-7777,18,16,19,14,9,7,5,1,-7777,-7777,0,0,-7777,-7777,-7777,-7777,2,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.12,0.0,21.5,87.5,43,23,3,1,0,0,0,0,0,0,0,0,0,64.3,38.9,83.8,44.9,4.6,6.0,6.2,4.7,
688,106762,1108208,1108209,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,PACIFIC                  ,2010,2010-08-18 ,230,,9.0,Miscellaneous,,,,19.0,C,39.466,-121.57700000000001,14.0,MISSING/NOT SPECIFIED,CA,,,"b'\x00\x01\xad\x10\x00\x00,Z_\xa8\xecd^\xc0P\xe0b\x87\xa9\xbbC@,Z_\xa8\xecd^\xc0P\xe0b\x87\xa9\xbbC@|\x01\x00\x00\x00,Z_\xa8\xecd^\xc0P\xe0b\x87\xa9\xbbC@\xfe'",688,127249,GHCND:USC00048606,STRAWBERRY VALLEY CA US,1160.7,39.563,-121.1077,2010-08-18,27,22,17,12,10,7,3,1,-7777,19,17,22,17,12,10,7,3,1,-7777,0,0,0,-7777,-7777,-7777,1,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.09,0.0,50.73,72.0,38,12,5,3,0,0,0,0,0,0,0,0,0,66.9,31.9,82.9,50.9,5.0,4.4,6.4,4.3,
689,106763,1108209,1108210,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,FERRY                    ,2010,2010-10-11 ,284,,9.0,Miscellaneous,,,,1.0,B,39.638000000000005,-121.90100000000001,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\xc8\xe0\xee\xcd\xaby^\xc0\x08$\xe4\xcd\xab\xd1C@\xc8\xe0\xee\xcd\xaby^\xc0\x08$\xe4\xcd\xab\xd1C@|\x01\x00\x00\x00\xc8\xe0\xee\xcd\xaby^\xc0\x08$\xe4\xcd\xab\xd1C@\xfe',689,138983,GHCND:USC00046685,PARADISE CA US,533.4,39.75361,-121.62389,2010-10-11,26,21,16,11,9,7,3,1,1,18,16,21,16,11,9,7,3,1,1,-7777,-7777,-7777,-7777,-7777,1,2,0.08,-9999,-9999.0,0.3,-9999,-9999.0,0.81,-9999,-9999.0,0.6,0.0,37.6,0.9,130,93,47,27,0,0,0,0,0,0,0,0,0,65.9,21.3,76.6,55.3,7.3,5.3,8.9,6.4,
690,107662,1109108,1109109,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,SANTA CLARA AVE / ROSE AV,2010,2010-05-07 ,127,,5.0,Debris Burning,,,,1.0,B,39.72,-121.86200000000001,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x0041\x03\x19*w^\xc0`\x8f\xc2\xf5(\xdcC@41\x03\x19*w^\xc0`\x8f\xc2\xf5(\xdcC@|\x01\x00\x00\x0041\x03\x19*w^\xc0`\x8f\xc2\xf5(\xdcC@\xfe',690,18376,GHCND:USC00043573,GRASS VALLEY NUMBER 2 CA US,731.5,39.2041,-121.068,2010-05-07,16,11,7,4,3,1,-7777,-7777,-7777,11,9,11,7,4,3,1,-7777,-7777,-7777,-7777,-7777,1,2,3,5,9,0.06,-9999,-9999.0,0.24,-9999,-9999.0,0.61,-9999,-9999.0,0.69,0.0,30.67,6.2,213,144,67,23,0,0,0,0,0,0,0,0,0,56.4,24.1,68.4,44.4,7.1,7.1,9.8,5.5,
691,107663,1109109,1109110,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,RICETON HWY / AFTON RD   ,2010,2010-05-07 ,127,,5.0,Debris Burning,,,,0.1,A,39.421,-121.726,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x94\xad\xbb\x9axn^\xc0X\xb7\x06\xf8\xe6\xb5C@\x94\xad\xbb\x9axn^\xc0X\xb7\x06\xf8\xe6\xb5C@|\x01\x00\x00\x00\x94\xad\xbb\x9axn^\xc0X\xb7\x06\xf8\xe6\xb5C@\xfe',691,42101,GHCND:USC00047195,QUINCY CA US,1042.4,39.9366,-120.9475,2010-05-07,14,9,5,2,1,1,-7777,-7777,0,11,10,9,5,2,1,1,-7777,-7777,0,-7777,-7777,1,3,5,7,11,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,0.48,-9999.0,23.77,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,53.8,31.5,69.5,38.0,6.5,11.0,10.6,5.7,
692,107664,1109110,1109111,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,DAKOTA                   ,2010,2010-05-13 ,133,,5.0,Debris Burning,,,,2.0,B,39.409,-121.7,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\xcc\xcc\xcc\xcc\xccl^\xc00\xa6\x87xV\xb4C@\xcc\xcc\xcc\xcc\xccl^\xc00\xa6\x87xV\xb4C@|\x01\x00\x00\x00\xcc\xcc\xcc\xcc\xccl^\xc00\xa6\x87xV\xb4C@\xfe',692,137372,GHCND:USC00045598,MIDDLETOWN CA US,340.8,38.725,-122.55167,2010-05-13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.07,-9999,-9999.0,0.22,-9999,-9999.0,0.48,-9999,-9999.0,0.64,-9999.0,25.6,-9999.0,118,86,27,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
693,107665,1109111,1109112,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,KITTYHAWK DR / GARNER LN ,2010,2010-05-17 ,137,,5.0,Debris Burning,,,,0.1,A,39.801,-121.895,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\xe0z\x14\xaeGy^\xc0\xd0\xf4\x10\xcf\x8a\xe6C@\xe0z\x14\xaeGy^\xc0\xd0\xf4\x10\xcf\x8a\xe6C@|\x01\x00\x00\x00\xe0z\x14\xaeGy^\xc0\xd0\xf4\x10\xcf\x8a\xe6C@\xfe',693,127156,GHCND:USC00048606,STRAWBERRY VALLEY CA US,1160.7,39.563,-121.1077,2010-05-17,15,10,6,3,2,1,-7777,-7777,-7777,10,9,10,6,3,2,1,-7777,-7777,-7777,-7777,-7777,1,3,5,7,11,0.08,-666,-66.6,0.33,-666,-66.6,0.74,-666,-66.6,2.45,0.5,48.0,71.8,224,162,86,41,12,0,5,-9999,13,11,0,3,-9999,54.6,25.5,67.3,41.9,7.8,7.4,10.6,6.1,
694,107666,1109112,1109113,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,14TH                     ,2010,2010-05-22 ,142,,5.0,Debris Burning,,,,1.0,B,39.508,-121.596,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\xdc\x8e6\xaf&f^\xc0\x98\xe6\xd9\xf6\x07\xc1C@\xdc\x8e6\xaf&f^\xc0\x98\xe6\xd9\xf6\x07\xc1C@|\x01\x00\x00\x00\xdc\x8e6\xaf&f^\xc0\x98\xe6\xd9\xf6\x07\xc1C@\xfe',694,124241,GHCND:USC00042294,DAVIS 2 WSW EXPERIMENTAL FARM CA US,18.3,38.535,-121.77611,2010-05-22,28,23,18,13,11,8,4,2,1,19,17,23,18,13,11,8,4,2,1,0,0,-7777,-7777,-7777,-7777,2,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.42,0.0,12.15,0.0,89,39,10,1,0,0,0,0,0,0,0,0,0,67.7,30.2,82.8,52.6,6.6,7.3,9.1,5.5,
695,107667,1109113,1109114,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,CLARA                    ,2010,2010-06-10 ,161,,5.0,Debris Burning,,,,0.1,A,39.72,-121.866,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\xbc\tK]nw^\xc0`\x8f\xc2\xf5(\xdcC@\xbc\tK]nw^\xc0`\x8f\xc2\xf5(\xdcC@|\x01\x00\x00\x00\xbc\tK]nw^\xc0`\x8f\xc2\xf5(\xdcC@\xfe',695,9650,GHCND:USW00093210,OROVILLE MUNICIPAL AIRPORT CA US,57.9,39.49,-121.61833,2010-06-10,34,29,24,19,17,14,9,4,3,24,22,29,24,19,17,14,9,4,3,0,0,0,-7777,-7777,-7777,-7777,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,0.18,-9999.0,19.42,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,73.8,26.6,87.1,60.5,5.5,5.0,7.2,4.6,
696,107668,1109114,1109115,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,70                       ,2010,2010-06-11 ,162,,5.0,Debris Burning,,,,2.0,B,39.343,-121.6,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00dfffff^\xc0\x10\xfb\x87>\xe9\xabC@dfffff^\xc0\x10\xfb\x87>\xe9\xabC@|\x01\x00\x00\x00dfffff^\xc0\x10\xfb\x87>\xe9\xabC@\xfe',696,124626,GHCND:USC00043384,GEORGETOWN RANGER STATION CA US,914.7,38.933,-120.8008,2010-06-11,27,22,17,12,11,8,4,2,1,19,17,22,17,12,11,8,4,2,1,0,0,-7777,-7777,-7777,1,2,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,0.32,-9999.0,32.9,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,67.2,26.4,80.4,54.1,-9999.0,-9999.0,-9999.0,-9999.0,
697,107669,1109115,1109116,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,RODEO AVE  WEST_CHICO    ,2010,2010-07-09 ,190,,5.0,Debris Burning,,,,0.1,A,39.75,-121.89299999999999,14.0,MISSING/NOT SPECIFIED,CA,,,"b""\x00\x01\xad\x10\x00\x00\xb80w\xd2'y^\xc0\x08\x00\x00\x00\x00\xe0C@\xb80w\xd2'y^\xc0\x08\x00\x00\x00\x00\xe0C@|\x01\x00\x00\x00\xb80w\xd2'y^\xc0\x08\x00\x00\x00\x00\xe0C@\xfe""",697,138889,GHCND:USC00046685,PARADISE CA US,533.4,39.75361,-121.62389,2010-07-09,38,33,28,23,21,18,13,8,7,27,25,33,28,23,21,18,13,8,7,0,0,0,0,0,-7777,-7777,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.02,0.0,35.94,0.9,19,13,-9999,0,0,0,0,0,0,0,0,0,0,78.2,24.8,90.6,65.8,6.4,4.3,7.1,6.3,
698,107701,1109147,1109148,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,COUNTY LINE              ,2010,2010-07-31 ,212,,5.0,Debris Burning,,,,1.0,B,39.306,-121.67299999999999,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x08\xe9\x95W\x13k^\xc0@2\x1b\xa6.\xa7C@\x08\xe9\x95W\x13k^\xc0@2\x1b\xa6.\xa7C@|\x01\x00\x00\x00\x08\xe9\x95W\x13k^\xc0@2\x1b\xa6.\xa7C@\xfe',698,19191,GHCND:USC00046960,PLACERVILLE CA US,563.9,38.6955,-120.8244,2010-07-31,38,33,28,23,21,18,13,8,7,26,24,33,28,23,21,18,13,8,7,0,0,0,0,0,0,-7777,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.02,0.0,25.08,0.0,16,6,0,0,0,0,0,0,0,0,0,0,0,78.0,32.7,94.4,61.7,6.3,4.9,6.4,7.1,
699,107702,1109148,1109149,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,PALERMO                  ,2010,2010-08-10 ,222,,5.0,Debris Burning,,,,1.0,B,39.435,-121.544,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x80\x10N\x13\xcfb^\xc0P\xe1z\x14\xae\xb7C@\x80\x10N\x13\xcfb^\xc0P\xe1z\x14\xae\xb7C@|\x01\x00\x00\x00\x80\x10N\x13\xcfb^\xc0P\xe1z\x14\xae\xb7C@\xfe',699,138921,GHCND:USC00046685,PARADISE CA US,533.4,39.75361,-121.62389,2010-08-10,38,33,28,23,21,18,13,9,7,27,25,33,28,23,21,18,13,9,7,0,0,0,0,0,0,-7777,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.03,0.0,35.99,0.9,16,8,2,2,0,0,0,0,0,0,0,0,0,78.3,26.0,91.3,65.3,5.7,4.2,6.6,5.6,
700,107703,1109149,1109150,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,RICE                     ,2010,2010-09-01 ,244,,5.0,Debris Burning,,,,1.0,B,39.45,-121.726,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x94\xad\xbb\x9axn^\xc0\xa0\x99\x99\x99\x99\xb9C@\x94\xad\xbb\x9axn^\xc0\xa0\x99\x99\x99\x99\xb9C@|\x01\x00\x00\x00\x94\xad\xbb\x9axn^\xc0\xa0\x99\x99\x99\x99\xb9C@\xfe',700,112663,GHCND:USC00049699,WILLOWS 6 W CA US,71,39.523,-122.3058,2010-09-01,35,30,25,20,18,15,10,6,4,23,21,30,25,20,18,15,10,6,4,0,0,0,0,0,0,-7777,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,0.01,-9999.0,15.12,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,75.2,36.0,93.1,57.2,5.2,5.2,6.3,5.4,
701,107704,1109150,1109151,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,SACRAMENTO               ,2010,2010-09-08 ,251,,5.0,Debris Burning,,,,1.0,B,39.731,-121.882,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x18\xac\x17\xc7qx^\xc0\xa0\x98\x81\x0c\x95\xddC@\x18\xac\x17\xc7qx^\xc0\xa0\x98\x81\x0c\x95\xddC@|\x01\x00\x00\x00\x18\xac\x17\xc7qx^\xc0\xa0\x98\x81\x0c\x95\xddC@\xfe',701,88945,GHCND:USC00046136,NEVADA CITY CA US,847.6,39.2466,-121.0008,2010-09-08,29,24,19,14,12,10,5,2,1,21,19,24,19,14,12,10,5,2,1,0,0,-7777,-7777,-7777,-7777,1,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.11,0.0,39.14,12.5,62,39,17,5,0,0,0,0,0,0,0,0,0,69.2,27.1,82.7,55.7,6.3,4.7,7.7,5.5,
702,107705,1109151,1109152,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,99                       ,2010,2010-10-06 ,279,,5.0,Debris Burning,,,,1.0,B,39.356,-121.68799999999999,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x000E%\x1a\tl^\xc0\xa0\x98\x81\x0c\x95\xadC@0E%\x1a\tl^\xc0\xa0\x98\x81\x0c\x95\xadC@|\x01\x00\x00\x000E%\x1a\tl^\xc0\xa0\x98\x81\x0c\x95\xadC@\xfe',702,135693,GHCND:USC00045360,MARKLEY COVE CA US,146.3,38.4916,-122.1241,2010-10-06,26,21,16,11,9,6,3,1,-7777,17,16,21,16,11,9,6,3,1,-7777,0,0,0,-7777,-7777,-7777,2,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.11,0.0,19.14,0.0,78,44,18,6,0,0,0,0,0,0,0,0,0,66.0,34.1,83.0,48.9,5.5,7.6,8.6,4.0,
703,107706,1109152,1109153,NONFED,ST-CACDF,ST/C&L,USCABTU,CABTU,LA BONITA CT  WEST_CHICO ,2010,2010-10-22 ,295,,5.0,Debris Burning,,,,1.0,B,39.755,-121.875,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\xfc\xff\xff\xff\xffw^\xc0x=\n\xd7\xa3\xe0C@\xfc\xff\xff\xff\xffw^\xc0x=\n\xd7\xa3\xe0C@|\x01\x00\x00\x00\xfc\xff\xff\xff\xffw^\xc0x=\n\xd7\xa3\xe0C@\xfe',703,82054,GHCND:USC00040383,AUBURN CA US,393.8,38.9072,-121.0838,2010-10-22,22,17,12,7,6,4,1,-7777,-7777,14,13,17,12,7,6,4,1,-7777,-7777,0,-7777,-7777,1,1,2,4,0.06,-9999,-9999.0,0.2,-9999,-9999.0,0.54,-9999,-9999.0,1.18,0.0,25.13,0.6,156,103,44,22,0,0,0,0,0,0,0,0,0,61.8,22.6,73.1,50.5,6.4,5.6,7.9,5.9,
