,Unnamed: 0_x,Unnamed: 0.1,OBJECTID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,SOURCE_REPORTING_UNIT,FIRE_NAME,FIRE_YEAR,DATE_x,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE_x,LONGITUDE_x,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_NAME,Shape,merging,Unnamed: 0_y,STATION,STATION_NAME,ELEVATION,LATITUDE_y,LONGITUDE_y,DATE_y,DLY-GRDD-BASE40,DLY-GRDD-BASE45,DLY-GRDD-BASE50,DLY-GRDD-BASE55,DLY-GRDD-BASE57,DLY-GRDD-BASE60,DLY-GRDD-BASE65,DLY-GRDD-BASE70,DLY-GRDD-BASE72,DLY-GRDD-TB4886,DLY-GRDD-TB5086,DLY-CLDD-BASE45,DLY-CLDD-BASE50,DLY-CLDD-BASE55,DLY-CLDD-BASE57,DLY-CLDD-BASE60,DLY-CLDD-NORMAL,DLY-CLDD-BASE70,DLY-CLDD-BASE72,DLY-HTDD-BASE40,DLY-HTDD-BASE45,DLY-HTDD-BASE50,DLY-HTDD-BASE55,DLY-HTDD-BASE57,DLY-HTDD-BASE60,DLY-HTDD-NORMAL,DLY-PRCP-25PCTL,DLY-SNWD-25PCTL,DLY-SNOW-25PCTL,DLY-PRCP-50PCTL,DLY-SNWD-50PCTL,DLY-SNOW-50PCTL,DLY-PRCP-75PCTL,DLY-SNWD-75PCTL,DLY-SNOW-75PCTL,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNWD-PCTALL-GE001WI,DLY-SNWD-PCTALL-GE010WI,DLY-SNWD-PCTALL-GE003WI,DLY-SNWD-PCTALL-GE005WI,DLY-SNOW-PCTALL-GE001TI,DLY-SNOW-PCTALL-GE010TI,DLY-SNOW-PCTALL-GE100TI,DLY-SNOW-PCTALL-GE030TI,DLY-SNOW-PCTALL-GE050TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV,longLatOLS
0,66041,1067487,1067488,NONFED,ST-CACDF,ST/C&L,USCABEU,CABEU,25                       ,2010,2010-05-19 ,139,,2.0,Equipment Use,,,,70.0,C,36.766999999999996,-121.303,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\xc0\x07\x1bCeS^\xc0\x18\xd3C<+bB@\xc0\x07\x1bCeS^\xc0\x18\xd3C<+bB@|\x01\x00\x00\x00\xc0\x07\x1bCeS^\xc0\x18\xd3C<+bB@\xfe',0,70948,GHCND:USC00045933,MOUNT HAMILTON CA US,1282,37.34361,-121.6425,2010-05-19,16,11,7,4,3,2,1,-7777,-7777,10,9,11,7,4,3,2,1,-7777,-7777,-7777,1,2,3,5,6,10,0.04,-9999,-66.6,0.12,-9999,-66.6,0.25,-9999,-66.6,0.78,0.0,15.95,14.3,155,89,15,4,0,0,0,0,1,0,0,0,0,55.9,15.1,63.4,48.3,9.7,5.0,9.9,10.3,
1,66042,1067488,1067489,NONFED,ST-CACDF,ST/C&L,USCABEU,CABEU,BOLADO                   ,2010,2010-06-08 ,159,,9.0,Miscellaneous,,,,0.5,B,36.777,-121.311,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\xd0\xb7\x92>\xe9S^\xc0\x00NX\xearcB@\xd0\xb7\x92>\xe9S^\xc0\x00NX\xearcB@|\x01\x00\x00\x00\xd0\xb7\x92>\xe9S^\xc0\x00NX\xearcB@\xfe',1,80093,GHCND:USW00093243,MERCED 23 WSW CA US,23.8,37.2381,-120.8825,2010-06-08,28,23,18,13,11,8,4,1,-7777,19,18,23,18,13,11,8,4,1,-7777,0,0,0,0,-7777,-7777,1,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,0.06,-9999.0,7.31,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,68.0,39.6,87.8,48.2,-9999.0,-9999.0,-9999.0,-9999.0,
2,66043,1067489,1067490,NONFED,ST-CACDF,ST/C&L,USCABEU,CABEU,SANTA ANA RD  HOLLISTER  ,2010,2010-06-12 ,163,,9.0,Miscellaneous,,,,0.1,A,36.856,-121.381,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\xe4e\xda\x1fdX^\xc0\xa0\x98\x81\x0c\x95mB@\xe4e\xda\x1fdX^\xc0\xa0\x98\x81\x0c\x95mB@|\x01\x00\x00\x00\xe4e\xda\x1fdX^\xc0\xa0\x98\x81\x0c\x95mB@\xfe',2,68417,GHCND:USW00093228,HAYWARD AIR TERMINAL CA US,13.1,37.6542,-122.115,2010-06-12,23,18,13,8,6,4,1,-7777,-7777,15,13,18,13,8,6,4,1,-7777,-7777,0,0,0,0,-7777,-7777,3,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.12,-9999.0,11.31,-9999.0,31,13,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.2,16.8,71.6,54.8,4.6,6.7,7.6,2.8,
3,66044,1067490,1067491,NONFED,ST-CACDF,ST/C&L,USCABEU,CABEU,HOSPITAL                 ,2010,2010-06-14 ,165,,9.0,Miscellaneous,,,,0.1,A,36.818000000000005,-121.391,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00T\xa3\xe4\xf6\x07Y^\xc0\xe0\xc7T\x0b\xb6hB@T\xa3\xe4\xf6\x07Y^\xc0\xe0\xc7T\x0b\xb6hB@|\x01\x00\x00\x00T\xa3\xe4\xf6\x07Y^\xc0\xe0\xc7T\x0b\xb6hB@\xfe',3,141054,GHCND:USC00048999,TRACY CARBONA CA US,41.1,37.681940000000004,-121.34666999999999,2010-06-14,31,26,21,16,14,11,6,3,2,21,20,26,21,16,14,11,6,3,2,0,0,0,-7777,-7777,-7777,-7777,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,0.1,-9999.0,8.52,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,71.2,32.7,87.5,54.8,-9999.0,-9999.0,-9999.0,-9999.0,
4,66045,1067491,1067492,NONFED,ST-CACDF,ST/C&L,USCABEU,CABEU,HWY 101  S/ HWY 129      ,2010,2010-07-11 ,192,,9.0,Miscellaneous,,,,1.0,B,36.883,-121.56200000000001,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x04\xfe\xcf\xe5\xf6c^\xc0\x98\xe6\xd9\xf6\x07qB@\x04\xfe\xcf\xe5\xf6c^\xc0\x98\xe6\xd9\xf6\x07qB@|\x01\x00\x00\x00\x04\xfe\xcf\xe5\xf6c^\xc0\x98\xe6\xd9\xf6\x07qB@\xfe',4,136701,GHCND:USC00045119,LOS BANOS ARBURUA RANCH CA US,262.1,36.88056,-120.94222,2010-07-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.01,0.0,5.81,0.0,7,2,-9999,0,0,0,0,0,0,0,0,0,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
5,66046,1067492,1067493,NONFED,ST-CACDF,ST/C&L,USCABEU,CABEU,FAIRVIEW                 ,2010,2010-07-29 ,210,,5.0,Debris Burning,,,,0.3,B,36.936,-121.38799999999999,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x00\x12\xf2\xe6\xd5X^\xc0\xb0o%}\xd2wB@\x00\x12\xf2\xe6\xd5X^\xc0\xb0o%}\xd2wB@|\x01\x00\x00\x00\x00\x12\xf2\xe6\xd5X^\xc0\xb0o%}\xd2wB@\xfe',5,135989,GHCND:USC00045118,LOS BANOS CA US,36.6,37.0563,-120.8666,2010-07-29,40,34,29,24,22,19,14,10,8,26,24,34,29,24,22,19,14,10,8,0,0,0,0,0,0,-7777,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.02,0.0,6.57,0.0,5,2,0,0,0,0,0,0,0,0,0,0,0,79.5,32.9,96.0,63.0,5.3,4.2,6.0,5.4,
6,66047,1067493,1067494,NONFED,ST-CACDF,ST/C&L,USCABEU,CABEU,FREEMONT                 ,2010,2010-09-11 ,254,,2.0,Equipment Use,,,,0.5,B,36.758,-121.50299999999999,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x8c\xd4\xe7\x0f2`^\xc0\x98\xe6\xd9\xf6\x07aB@\x8c\xd4\xe7\x0f2`^\xc0\x98\xe6\xd9\xf6\x07aB@|\x01\x00\x00\x00\x8c\xd4\xe7\x0f2`^\xc0\x98\xe6\xd9\xf6\x07aB@\xfe',6,2078,GHCND:USC00044997,LIVERMORE CA US,146.3,37.69222,-121.76917,2010-09-11,31,26,21,16,14,11,6,2,2,21,19,26,21,16,14,11,6,2,2,0,0,0,0,0,-7777,-7777,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.04,0.0,9.78,0.0,34,16,3,0,0,0,0,0,0,0,0,0,0,71.0,31.0,86.5,55.5,5.0,7.9,8.1,4.0,
7,66058,1067504,1067505,NONFED,ST-CACDF,ST/C&L,USCABEU,CABEU,HOSPITAL                 ,2010,2010-03-16 ,75,,9.0,Miscellaneous,,,,0.1,A,36.818000000000005,-121.391,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00T\xa3\xe4\xf6\x07Y^\xc0\xe0\xc7T\x0b\xb6hB@T\xa3\xe4\xf6\x07Y^\xc0\xe0\xc7T\x0b\xb6hB@|\x01\x00\x00\x00T\xa3\xe4\xf6\x07Y^\xc0\xe0\xc7T\x0b\xb6hB@\xfe',7,142059,GHCND:USC00046336,OAKLAND MUSEUM CA US,9.1,37.79833,-122.26417,2010-03-16,16,11,6,2,1,1,-7777,-7777,0,9,7,11,6,2,1,1,-7777,-7777,0,0,-7777,-7777,1,2,4,9,0.06,-9999,-9999.0,0.21,-9999,-9999.0,0.51,-9999,-9999.0,2.04,0.0,11.25,0.0,331,223,84,13,0,0,0,0,0,0,0,0,0,56.2,15.3,63.9,48.5,4.4,5.8,6.3,4.0,
8,66059,1067505,1067506,NONFED,ST-CACDF,ST/C&L,USCABEU,CABEU,HWY 101  S/ HWY 129      ,2010,2010-05-01 ,121,,9.0,Miscellaneous,,,,1.0,B,36.883,-121.56200000000001,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x04\xfe\xcf\xe5\xf6c^\xc0\x98\xe6\xd9\xf6\x07qB@\x04\xfe\xcf\xe5\xf6c^\xc0\x98\xe6\xd9\xf6\x07qB@|\x01\x00\x00\x00\x04\xfe\xcf\xe5\xf6c^\xc0\x98\xe6\xd9\xf6\x07qB@\xfe',8,104875,GHCND:USC00047150,PRIEST VALLEY CA US,701.0,36.18833,-120.69528,2010-05-01,16,11,7,3,2,1,-7777,-7777,-7777,13,12,11,7,3,2,1,-7777,-7777,-7777,0,-7777,-7777,2,3,5,9,0.07,-9999,-9999.0,0.18,-9999,-9999.0,0.36,-9999,-9999.0,0.03,0.0,13.87,0.2,112,77,18,5,0,0,0,0,0,0,0,0,0,56.1,37.1,74.7,37.5,6.0,10.3,9.5,5.9,
9,66060,1067506,1067507,NONFED,ST-CACDF,ST/C&L,USCABEU,CABEU,SAN ARDO                 ,2010,2010-06-23 ,174,,9.0,Miscellaneous,,,,16.0,C,35.953,-120.867,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\xecO\x88\x04|7^\xc0\xc0Bi\xb9\xfd\xf9A@\xecO\x88\x04|7^\xc0\xc0Bi\xb9\xfd\xf9A@|\x01\x00\x00\x00\xecO\x88\x04|7^\xc0\xc0Bi\xb9\xfd\xf9A@\xfe',9,14043,GHCND:USW00093206,SAN LUIS OBISPO MCCHESNEY FIELD CA US,61.0,35.23722,-120.64139,2010-06-23,24,19,14,9,7,4,1,-7777,-7777,16,14,19,14,9,7,4,1,-7777,-7777,0,0,0,-7777,-7777,-7777,2,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,0.06,-9999.0,12.06,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.8,23.6,75.6,52.0,3.4,6.4,5.4,3.9,
10,66061,1067507,1067508,NONFED,ST-CACDF,ST/C&L,USCABEU,CABEU,WALKER                   ,2010,2010-07-03 ,184,,9.0,Miscellaneous,,,,1.5,B,36.806999999999995,-121.712,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x9c\x97i\x7f\x90m^\xc0\xa0\xbe\x95\xf4IgB@\x9c\x97i\x7f\x90m^\xc0\xa0\xbe\x95\xf4IgB@|\x01\x00\x00\x00\x9c\x97i\x7f\x90m^\xc0\xa0\xbe\x95\xf4IgB@\xfe',10,40333,GHCND:USC00045795,MONTEREY CA US,117.3,36.59028,-121.91,2010-07-03,19,14,9,4,2,1,-7777,-7777,-7777,11,9,14,9,4,2,1,-7777,-7777,-7777,0,0,-7777,-7777,-7777,2,6,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.01,0.0,13.96,0.2,77,-9999,0,0,0,0,0,0,0,0,0,0,0,58.9,14.7,66.2,51.5,3.6,6.3,6.5,2.5,
11,66062,1067508,1067509,NONFED,ST-CACDF,ST/C&L,USCABEU,CABEU,HWY 101  N/ HOBSON AV    ,2010,2010-07-03 ,184,,2.0,Equipment Use,,,,0.5,B,36.262,-121.179,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\xf4MX\xearK^\xc0\xa8\x959e\x87!B@\xf4MX\xearK^\xc0\xa8\x959e\x87!B@|\x01\x00\x00\x00\xf4MX\xearK^\xc0\xa8\x959e\x87!B@\xfe',11,40333,GHCND:USC00045795,MONTEREY CA US,117.3,36.59028,-121.91,2010-07-03,19,14,9,4,2,1,-7777,-7777,-7777,11,9,14,9,4,2,1,-7777,-7777,-7777,0,0,-7777,-7777,-7777,2,6,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.01,0.0,13.96,0.2,77,-9999,0,0,0,0,0,0,0,0,0,0,0,58.9,14.7,66.2,51.5,3.6,6.3,6.5,2.5,
12,66063,1067509,1067510,NONFED,ST-CACDF,ST/C&L,USCABEU,CABEU,25                       ,2010,2010-08-14 ,226,,9.0,Miscellaneous,,,,0.1,A,36.896,-121.427,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x90\xc0\xc5\x0eS[^\xc0(\x84\xd3\xc4\xb3rB@\x90\xc0\xc5\x0eS[^\xc0(\x84\xd3\xc4\xb3rB@|\x01\x00\x00\x00\x90\xc0\xc5\x0eS[^\xc0(\x84\xd3\xc4\xb3rB@\xfe',12,33075,GHCND:USW00023230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2010-08-14,24,19,14,9,7,4,1,-7777,-7777,16,14,19,14,9,7,4,1,-7777,-7777,0,0,0,0,0,-7777,2,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,0.01,-9999.0,13.24,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63.9,16.2,71.9,55.8,3.0,5.7,5.2,2.7,
13,66064,1067510,1067511,NONFED,ST-CACDF,ST/C&L,USCABEU,CABEU,AIRLINE                  ,2010,2010-08-31 ,243,,2.0,Equipment Use,,,,0.3,B,36.827,-121.382,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x18\xac\x17\xc7qX^\xc0`\xb4\xbeP\xd9iB@\x18\xac\x17\xc7qX^\xc0`\xb4\xbeP\xd9iB@|\x01\x00\x00\x00\x18\xac\x17\xc7qX^\xc0`\xb4\xbeP\xd9iB@\xfe',13,90397,GHCND:USC00046144,NEWARK CA US,3.0,37.51472,-122.0325,2010-08-31,28,23,18,13,11,8,4,1,1,20,18,23,18,13,11,8,4,1,1,0,0,0,0,0,0,-7777,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.03,0.0,9.85,0.0,23,6,0,0,0,0,0,0,0,0,0,0,0,68.1,19.3,77.8,58.5,4.1,5.8,6.4,3.1,
14,66065,1067511,1067512,NONFED,ST-CACDF,ST/C&L,USCABEU,CABEU,RIP VAN WINKLE OPEN SPACE,2010,2010-10-27 ,300,,8.0,Children,,,,1.0,B,36.609,-121.931,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x18\x99\rS\x97{^\xc0\xc8?!\x12\xf0MB@\x18\x99\rS\x97{^\xc0\xc8?!\x12\xf0MB@|\x01\x00\x00\x00\x18\x99\rS\x97{^\xc0\xc8?!\x12\xf0MB@\xfe',14,35339,GHCND:USW00023233,SALINAS AIRPORT CA US,22.6,36.6636,-121.6081,2010-10-27,20,15,10,5,3,2,-7777,-7777,-7777,13,11,15,10,5,3,2,-7777,-7777,-7777,0,0,-7777,-7777,1,2,6,0.02,-9999,-9999.0,0.09,-9999,-9999.0,0.3,-9999,-9999.0,0.46,0.0,9.38,0.0,131,65,16,2,0,0,0,0,0,0,0,0,0,59.6,23.5,71.4,47.9,4.7,8.9,7.8,4.9,
15,69640,1071086,1071087,NONFED,ST-CACDF,ST/C&L,USCAFKU,CAFKU,AVILA                    ,2010,2010-01-29 ,29,,5.0,Debris Burning,,,,1.0,B,36.611999999999995,-119.53399999999999,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x10\xd3C<+\xe2]\xc0xb\x062TNB@\x10\xd3C<+\xe2]\xc0xb\x062TNB@|\x01\x00\x00\x00\x10\xd3C<+\xe2]\xc0xb\x062TNB@\xfe',15,45653,GHCND:USC00049367,VISALIA CA US,99.1,36.3283,-119.2992,2010-01-29,8,4,1,-7777,-7777,-7777,0,0,0,5,4,4,1,-7777,-7777,-7777,0,0,0,-7777,1,3,7,9,12,17,0.07,-9999,-66.6,0.2,-9999,-66.6,0.37,-9999,-66.6,1.78,0.1,1.78,0.1,233,166,39,5,0,0,0,0,2,2,0,0,0,48.3,17.1,56.9,39.8,5.2,6.1,6.5,5.5,
16,69641,1071087,1071088,NONFED,ST-CACDF,ST/C&L,USCAFKU,CAFKU,TREE                     ,2010,2010-02-11 ,42,,2.0,Equipment Use,,,,1.0,B,36.760999999999996,-120.382,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\x18\xac\x17\xc7q\x18^\xc0H\t\xbf\x16laB@\x18\xac\x17\xc7q\x18^\xc0H\t\xbf\x16laB@|\x01\x00\x00\x00\x18\xac\x17\xc7q\x18^\xc0H\t\xbf\x16laB@\xfe',16,66106,GHCND:USC00043747,HANFORD 1 S CA US,72.2,36.3158,-119.637,2010-02-11,10,5,2,-7777,-7777,-7777,0,0,0,6,5,5,2,-7777,-7777,-7777,0,0,0,-7777,-7777,2,6,8,11,16,0.06,-9999,-9999.0,0.15,-9999,-9999.0,0.31,-9999,-9999.0,0.56,0.0,2.35,0.0,266,168,25,-9999,0,0,0,0,0,0,0,0,0,49.5,21.2,60.1,38.9,4.8,6.7,5.9,5.8,
17,69642,1071088,1071089,NONFED,ST-CACDF,ST/C&L,USCAFKU,CAFKU,WEST                     ,2010,2010-03-04 ,63,,9.0,Miscellaneous,,,,0.1,A,36.489000000000004,-119.82700000000001,14.0,MISSING/NOT SPECIFIED,CA,,,"b'\x00\x01\xad\x10\x00\x00,Z_\xa8\xec\xf4]\xc08}+\xe9\x93>B@,Z_\xa8\xec\xf4]\xc08}+\xe9\x93>B@|\x01\x00\x00\x00,Z_\xa8\xec\xf4]\xc08}+\xe9\x93>B@\xfe'",17,21962,GHCND:USC00048917,THREE RIVERS EDISON PH 1 CA US,347.5,36.465,-118.8619,2010-03-04,12,7,3,1,-7777,-7777,0,0,0,8,7,7,3,1,-7777,-7777,0,0,0,-7777,-7777,1,4,5,8,13,0.1,-9999,-9999.0,0.31,-9999,-9999.0,0.72,-9999,-9999.0,0.6,0.0,9.79,0.0,296,224,114,40,0,0,0,0,0,0,0,0,0,52.2,23.8,64.1,40.3,5.4,7.4,7.5,5.5,
18,69643,1071089,1071090,NONFED,ST-CACDF,ST/C&L,USCAFKU,CAFKU,W SAGINAW AV  CARUTHERS  ,2010,2010-03-20 ,79,,9.0,Miscellaneous,,,,0.1,A,36.555,-119.795,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00x\x14\xaeG\xe1\xf2]\xc0\xe0\xa3p=\nGB@x\x14\xaeG\xe1\xf2]\xc0\xe0\xa3p=\nGB@|\x01\x00\x00\x00x\x14\xaeG\xe1\xf2]\xc0\xe0\xa3p=\nGB@\xfe',18,27088,GHCND:USW00023257,MERCED MUNICIPAL AIRPORT CA US,46.3,37.28472,-120.51278,2010-03-20,14,9,5,2,1,-7777,-7777,0,0,9,8,9,5,2,1,-7777,-7777,0,0,0,-7777,1,3,4,6,11,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,1.5,-9999.0,6.45,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,53.9,23.8,65.8,42.1,5.2,6.6,7.3,4.7,
19,69644,1071090,1071091,NONFED,ST-CACDF,ST/C&L,USCAFKU,CAFKU,W CADILLAC AV  COALINGA  ,2010,2010-03-27 ,86,,9.0,Miscellaneous,,,,1.0,B,36.356,-120.209,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00D\x06wo^\r^\xc0\xa0\x98\x81\x0c\x95-B@D\x06wo^\r^\xc0\xa0\x98\x81\x0c\x95-B@|\x01\x00\x00\x00D\x06wo^\r^\xc0\xa0\x98\x81\x0c\x95-B@\xfe',19,103745,GHCND:USC00049452,WASCO CA US,105.2,35.59444000000001,-119.35361,2010-03-27,19,14,9,5,3,2,-7777,-7777,0,13,12,14,9,5,3,2,-7777,-7777,0,0,-7777,-7777,1,1,3,6,0.05,-9999,-9999.0,0.13,-9999,-9999.0,0.29,-9999,-9999.0,1.25,0.0,3.84,0.1,164,96,17,3,0,0,0,0,0,0,0,0,0,59.0,29.0,73.4,44.5,5.8,6.3,7.7,5.3,
20,69645,1071091,1071092,NONFED,ST-CACDF,ST/C&L,USCAFKU,CAFKU,FAIRFAX                  ,2010,2010-03-27 ,86,,9.0,Miscellaneous,,,,1.0,B,36.851,-120.56299999999999,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x000E%\x1a\t$^\xc00[w5\xf1lB@0E%\x1a\t$^\xc00[w5\xf1lB@|\x01\x00\x00\x000E%\x1a\t$^\xc00[w5\xf1lB@\xfe',20,33665,GHCND:USW00023110,LEMOORE REEVES NAS CA US,70.7,36.33333,-119.95,2010-03-27,16,11,7,3,2,1,-7777,-7777,0,11,10,11,7,3,2,1,-7777,-7777,0,0,-7777,-7777,2,3,4,9,0.03,-9999,-9999.0,0.1,-9999,-9999.0,0.24,-9999,-9999.0,1.37,0.0,4.37,0.0,189,101,21,6,0,0,0,0,0,0,0,0,0,56.4,28.5,70.7,42.2,6.0,7.5,8.2,5.7,
21,69646,1071092,1071093,NONFED,ST-CACDF,ST/C&L,USCAFKU,CAFKU,SHAIN                    ,2010,2010-04-02 ,92,,5.0,Debris Burning,,,,0.1,A,36.972,-120.609,14.0,MISSING/NOT SPECIFIED,CA,,,b'\x00\x01\xad\x10\x00\x00\xe0\x9f\x10\t\xf8&^\xc0(\xaa\xe7\xach|B@\xe0\x9f\x10\t\xf8&^\xc0(\xaa\xe7\xach|B@|\x01\x00\x00\x00\xe0\x9f\x10\t\xf8&^\xc0(\xaa\xe7\xach|B@\xfe',21,138426,GHCND:USC00045233,MADERA CA US,82.3,36.9539,-120.0378,2010-04-02,17,12,8,4,2,1,-7777,-7777,-7777,11,10,12,8,4,2,1,-7777,-7777,-7777,0,-7777,-7777,1,2,4,8,0.08,-9999,-9999.0,0.21,-9999,-9999.0,0.42,-9999,-9999.0,0.1,0.0,6.63,0.0,150,108,26,7,0,0,0,0,0,0,0,0,0,57.3,25.6,70.1,44.5,5.8,7.1,8.1,5.1,
22,69647,1071093,1071094,NONFED,ST-CACDF,ST/C&L,USCAFKU,CAFKU,JENSEN                   ,2010,2010-04-16 ,106,,9.0,Miscellaneous,,,,0.1,A,36.708,-119.664,14.0,MISSING/NOT SPECIFIED,CA,,,"b""\x00\x01\xad\x10\x00\x00\xc8\xf1\xc8'}\xea]\xc00\x80s\x90\xa1ZB@\xc8\xf1\xc8'}\xea]\xc00\x80s\x90\xa1ZB@|\x01\x00\x00\x00\xc8\xf1\xc8'}\xea]\xc00\x80s\x90\xa1ZB@\xfe""",22,150120,GHCND:USC00045026,LODGEPOLE CA US,2052.8,36.6044,-118.7325,2010-04-16,2,-7777,-7777,-7777,0,0,0,0,0,3,2,-7777,-7777,-7777,0,0,0,0,0,4,8,12,17,19,22,27,0.08,18,1.1,0.25,36,2.4,0.56,63,5.4,2.07,13.3,25.74,152.1,249,181,71,31,779,700,752,742,165,150,23,81,54,37.6,24.3,49.8,25.4,7.4,7.0,10.0,5.9,
23,69648,1071094,1071095,NONFED,ST-CACDF,ST/C&L,USCAFKU,CAFKU,MONTANA                  ,2010,2010-05-16 ,136,,2.0,Equipment Use,,,,0.3,B,36.823,-119.626,14.0,MISSING/NOT SPECIFIED,CA,,,"b'\x00\x01\xad\x10\x00\x00,GU4\x12\xe8]\xc0P\x05_\xe2YiB@,GU4\x12\xe8]\xc0P\x05_\xe2YiB@|\x01\x00\x00\x00,GU4\x12\xe8]\xc0P\x05_\xe2YiB@\xfe'",23,66565,GHCND:USC00044957,LINDSAY CA US,132.6,36.20333,-119.05443999999999,2010-05-16,29,24,19,14,12,9,5,2,1,20,18,24,19,14,12,9,5,2,1,0,0,0,-7777,-7777,-7777,1,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,-6.66,-9999,-9999.0,0.27,0.0,8.18,0.1,65,37,8,2,0,0,0,0,0,0,0,0,0,68.7,32.6,85.0,52.4,6.7,6.1,8.4,6.1,
